,Timestamp,Age,Gender,City,Position,YOE,Level,Salary,SOYA,Language
2090,24/11/2020 17:35:46,33.0,Male,Munich,Software Engineer,10,Senior,78000.0,65000.0,German
2092,24/11/2020 17:38:29,47.0,Male,Hamburg,Software Engineer,22,Senior,46000.0,46000.0,English
2093,24/11/2020 17:38:51,29.0,Male,Berlin,Backend Developer,8,Middle,65000.0,60000.0,English
2094,24/11/2020 17:39:35,28.0,Male,Munich,Software Engineer,5,Senior,67000.0,44000.0,English
2096,24/11/2020 17:40:40,25.0,Male,Hamburg,Data Scientist,2,Middle,48000.0,43200.0,German
2098,24/11/2020 17:43:34,45.0,Male,Munich,Frontend Developer,3,Senior,70000.0,65000.0,Russian
2101,24/11/2020 17:47:00,40.0,Male,Berlin,Backend Developer,18,Senior,60000.0,60000.0,English
2102,24/11/2020 17:47:42,27.0,Male,Munich,Software Engineer,5,Senior,71000.0,66000.0,English
2103,24/11/2020 17:51:26,27.0,Male,Munich,Software Engineer,5,Senior,65000.0,65000.0,English
2104,24/11/2020 17:53:18,38.0,Male,Koblenz,Systemadministrator,20,Senior,44000.0,42000.0,German
2106,24/11/2020 17:57:20,30.0,Male,Berlin,DevOps,9,Lead,90000.0,80000.0,English
2108,24/11/2020 18:01:03,29.0,Male,Munich,SW Architect,8,Senior,73000.0,59000.0,English
2109,24/11/2020 18:06:17,37.0,Male,Heidelberg,Software Engineer,15,Senior,67500.0,65000.0,English
2110,24/11/2020 18:09:09,28.0,Male,Berlin,SRE,6,Middle,66000.0,66000.0,English
2113,24/11/2020 18:12:43,28.0,Male,Stuttgart,Backend Developer,5,Middle,55000.0,42000.0,German
2114,24/11/2020 18:13:06,33.0,Male,Berlin,Software Engineer,13,Senior,75000.0,68000.0,English
2116,24/11/2020 18:19:49,38.0,Male,Köln,QA Engineer,7,Middle,54500.0,54500.0,German
2117,24/11/2020 18:22:41,40.0,Male,Frankfurt,Software Engineer,22,Senior,72000.0,45000.0,German
2119,24/11/2020 18:27:22,29.0,Male,Berlin,Backend Developer,11,Senior,85000.0,85000.0,English
2124,24/11/2020 18:37:32,44.0,Male,Munich,Software Engineer,28,Senior,78500.0,78500.0,English
2125,24/11/2020 18:39:05,35.0,Male,Düsseldorf,Product Manager,5,Senior,56000.0,54000.0,English
2126,24/11/2020 18:39:13,41.0,Female,Munich,Data Engineer,12,Senior,68000.0,61500.0,German
2127,24/11/2020 18:40:13,32.0,Male,Berlin,Software Engineer,12,Senior,83000.0,75000.0,English
2131,24/11/2020 18:49:33,46.0,Male,Munich,Software Engineer,10,Senior,68500.0,60000.0,English
2134,24/11/2020 18:51:35,32.0,Male,Berlin,Backend Developer,5,Middle,72000.0,60000.0,English
2135,24/11/2020 18:52:09,34.0,Male,Berlin,Software Engineer,15,Lead,80000.0,76000.0,English
2137,24/11/2020 18:53:57,26.0,Male,"Riga, Latvia",Software Engineer,4,Middle,24000.0,20000.0,English
2138,24/11/2020 18:54:07,41.0,Male,Berlin,Software Engineer,19,Lead,95500.0,94000.0,English
2139,24/11/2020 18:54:54,35.0,Male,Cologne,Software Engineer,14,Senior,72000.0,70000.0,English
2142,24/11/2020 18:59:38,24.0,Male,Munich,Software Engineer,3,Middle,77600.0,72000.0,English
2143,24/11/2020 19:07:37,35.0,Male,Hamburg,Software Engineer,13,Lead,95000.0,90000.0,English
2144,24/11/2020 19:07:57,31.0,Male,Dusseldorf,Software Engineer,7,Senior,50400.0,50000.0,English
2147,24/11/2020 19:14:03,37.0,Male,Zurich,Project manager,20,Middle,130000.0,125000.0,English
2148,24/11/2020 19:15:02,30.0,Male,Moscow,Software Engineer,5,Middle,14712.0,14712.0,Russian
2149,24/11/2020 19:15:49,33.0,Male,Berlin,Product Manager,5,Senior,70000.0,65000.0,German
2151,24/11/2020 19:24:50,37.0,Male,Hamburg,Software Engineer,15,Senior,70000.0,60000.0,English
2152,24/11/2020 19:30:15,36.0,Male,Hamburg,Backend Developer,10,Senior,82000.0,78000.0,German
2153,24/11/2020 19:31:46,32.0,Female,Cologne,Data Scientist,4,Senior,85000.0,76000.0,English
2154,24/11/2020 19:40:48,38.0,Male,Berlin,Security Engineer,5,Lead,80000.0,70000.0,English
2155,24/11/2020 19:41:27,23.0,Male,Berlin,Software Engineer,4,Middle,70500.0,58000.0,English
2156,24/11/2020 19:42:42,39.0,Male,Stuttgart,Software Engineer,11,Lead,75000.0,75000.0,English
2157,24/11/2020 19:47:34,27.0,Female,Berlin,Data Scientist,3,Middle,58000.0,55000.0,English
2158,24/11/2020 19:48:24,50.0,Male,Berlin,Software Engineer,29,Lead,28800.0,28800.0,German
2161,24/11/2020 20:01:18,35.0,Male,Helsinki,Backend Developer,11,Senior,66000.0,53000.0,English
2163,24/11/2020 20:02:34,30.0,Male,Munich,Mobile Developer,8,Lead,75000.0,60000.0,English
2164,24/11/2020 20:04:24,24.0,Male,Frankfurt,Frontend Developer,3,Middle,44000.0,44000.0,English
2166,24/11/2020 20:14:50,28.0,Male,Berlin,Backend Developer,9,Senior,60000.0,45000.0,English
2168,24/11/2020 20:18:31,37.0,Male,Berlin,Software Engineer,8,Senior,76900.0,70000.0,English
2169,24/11/2020 20:23:25,33.0,Male,Berlin,Technical Lead,10,Lead,85000.0,70000.0,English
2170,24/11/2020 20:23:56,30.0,Male,Kiev,Backend Developer,8,Middle,27000.0,27000.0,Русский
2172,24/11/2020 20:26:19,31.0,Male,Berlin,Software Engineer,4,Lead,95000.0,89000.0,English
2174,24/11/2020 20:26:58,28.0,Female,Berlin,Software Engineer,3,Middle,60000.0,55000.0,English
2175,24/11/2020 20:28:38,31.0,Female,Munich,Software Engineer,2,Middle,58000.0,26000.0,German
2176,24/11/2020 20:28:49,34.0,Male,Berlin,Mobile Developer,9,Senior,72000.0,65000.0,English
2177,24/11/2020 20:29:04,24.0,Male,Berlin,Backend Developer,4,Middle,46000.0,42000.0,English
2178,24/11/2020 20:29:50,39.0,Male,Berlin,DevOps,15,Senior,70000.0,70000.0,English
2179,24/11/2020 20:30:14,42.0,Male,Den Haag,Backend Developer,20,Senior,75000.0,75000.0,English
2180,24/11/2020 20:37:40,26.0,Male,London,Frontend Developer,8,Senior,105000.0,85000.0,English
2182,24/11/2020 20:39:33,32.0,Female,Berlin,Mobile Developer,7,Senior,63000.0,55000.0,English
2186,24/11/2020 21:04:58,27.0,Male,Amsterdam,ML Engineer,4,Middle,62000.0,40000.0,English
2187,24/11/2020 21:05:56,27.0,Male,Berlin,Tech Lead / Full-Stack,5,Lead,90000.0,75000.0,English
2189,24/11/2020 21:10:08,32.0,Male,Munich,Software Engineer,10,Senior,88000.0,86000.0,English
2190,24/11/2020 21:14:25,31.0,Male,Berlin,DevOps,11,Senior,81000.0,75000.0,English
2191,24/11/2020 21:16:30,29.0,Male,Cracovia,Frontend Developer,2,Middle,18700.0,16000.0,Polish
2195,24/11/2020 21:34:10,38.0,Male,Berlin,Mobile Developer,10,Senior,70000.0,70000.0,English
2197,24/11/2020 21:37:44,25.0,Male,Berlin,Solutions Architect,6,Middle,100000.0,73000.0,English
2199,24/11/2020 21:39:12,24.0,Male,Tallinn,Software Engineer,3,Junior,30000.0,28800.0,English
2200,24/11/2020 21:45:48,27.0,Male,Prague,Software Engineer,3,Middle,21120.0,16560.0,Czech
2201,24/11/2020 21:47:25,34.0,Female,Berlin,QA Engineer,6,Senior,67500.0,61400.0,English
2202,24/11/2020 21:47:33,30.0,Male,Utrecht,Data Scientist,2,Middle,48000.0,41000.0,English
2203,24/11/2020 21:52:03,27.0,Female,Munich,Frontend Developer,2,Middle,64000.0,50000.0,English
2204,24/11/2020 22:04:32,46.0,Male,Frankfurt,Software Engineer,23,Senior,90000.0,76000.0,German
2206,24/11/2020 22:08:31,42.0,Female,Munich,Software tester ,12,No level ,47500.0,39000.0,German
2207,24/11/2020 22:10:34,40.0,Female,Berlin,Fullstack Developer,8,Senior,57000.0,54000.0,German
2210,24/11/2020 22:28:07,30.0,Male,Moscow,Backend Developer,2,Junior,50000.0,18000.0,English
2211,24/11/2020 22:34:48,40.0,Male,Braunschweig ,SAP BW Senior Consultant ,11,Senior,75000.0,72000.0,German
2213,24/11/2020 22:46:49,28.0,Male,Kyiv,Mobile Developer,5,Senior,45000.0,30000.0,English
2214,24/11/2020 22:52:26,38.0,Male,Berlin,Software Engineer,16,Senior,83000.0,80000.0,English
2215,24/11/2020 23:09:13,32.0,Male,Hamburg,Software Engineer,12,Senior,66300.0,65000.0,German
2216,24/11/2020 23:20:02,33.0,Female,Berlin,Software Engineer,6,Middle,65000.0,54000.0,English
2218,24/11/2020 23:40:13,35.0,Female,Stuttgart ,QA Manager ,9,Middle,60000.0,60000.0,English
2219,24/11/2020 23:42:24,37.0,Male,Stuttgart ,Software Engineer,9,Senior,60000.0,60000.0,English
2221,24/11/2020 23:59:07,33.0,Male,Berlin,Director of Engineering,10,Director,100000.0,84000.0,English
2222,25/11/2020 00:01:55,36.0,Male,Munich,IT Spezialist,15,Senior,79300.0,73000.0,German
2224,25/11/2020 00:09:51,27.0,Male,Frankfurt,Software Engineer,5,Middle,48000.0,45000.0,English
2225,25/11/2020 00:41:34,28.0,Male,Berlin,Software Engineer,6,Middle,60000.0,60000.0,English
2227,25/11/2020 01:29:48,31.0,Female,Berlin,QA Engineer,11,Middle,57000.0,55000.0,English
2230,25/11/2020 06:05:32,34.0,Male,Berlin,Software Engineer,10,Senior,60000.0,55000.0,English
2231,25/11/2020 06:26:53,29.0,Male,Tallinn,Mobile Developer,7,Senior,65000.0,65000.0,English
2232,25/11/2020 07:05:35,38.0,Male,Munich,Software Engineer,15,Senior,80000.0,78000.0,English
2235,25/11/2020 07:46:34,23.0,Male,Berlin,Software Engineer,3,Middle,60000.0,52000.0,English
2236,25/11/2020 07:56:59,30.0,Male,Munich,Software Engineer,10,Senior,75000.0,75000.0,English
2237,25/11/2020 08:05:37,32.0,Male,Berlin,Engineering Manager,10,Middle,85000.0,78000.0,English
2238,25/11/2020 08:08:50,28.0,Male,Berlin,Frontend Developer,2,Junior,47000.0,46000.0,German
2239,25/11/2020 08:12:21,31.0,Male,Berlin,ML Engineer,4,Junior,62000.0,50000.0,German
2240,25/11/2020 08:17:18,29.0,Male,Berlin,Designer (UI/UX),6,Middle,56000.0,54000.0,English
2241,25/11/2020 08:35:46,40.0,Female,Berlin,Software Engineer,"1,5",Junior,50000.0,40000.0,English
2242,25/11/2020 08:39:38,42.0,Male,Berlin,Software Engineer,17,Senior,75000.0,73000.0,English
2243,25/11/2020 08:43:21,40.0,Male,Berlin,Product Manager,13,Head,90000.0,75000.0,English
2244,25/11/2020 08:47:15,27.0,Male,Berlin,Software Engineer,6,Middle,82000.0,94000.0,English
2245,25/11/2020 08:47:37,29.0,Male,Munich,Software Engineer,8,Middle,75000.0,66000.0,English
2246,25/11/2020 08:47:37,37.0,Male,Malta,Software Architect,18,Head,156000.0,156000.0,English
2248,25/11/2020 08:55:24,35.0,Male,Munich,Backend Developer,14,Senior,77000.0,69300.0,English
2249,25/11/2020 09:00:23,39.0,Male,Berlin,Manager,11,Head,180000.0,130000.0,English
2252,25/11/2020 09:05:26,38.0,Male,Berlin,Data Scientist,15,Head,100000.0,80000.0,English
2253,25/11/2020 09:05:43,31.0,Male,Hamburg,ML Engineer,3,Lead,70000.0,65000.0,English
2256,25/11/2020 09:08:09,30.0,Male,Berlin,Software Engineer,10,Senior,70000.0,70000.0,English
2257,25/11/2020 09:14:40,33.0,Male,Munich,Software Engineer,9,Lead,100000.0,100000.0,German
2259,25/11/2020 09:22:40,31.0,Male,Berlin,Mobile Developer,10,Senior,80000.0,64000.0,English
2260,25/11/2020 09:24:45,33.0,Male,Nuremberg ,Data Scientist,2,Middle,54000.0,54000.0,English
2261,25/11/2020 09:29:09,43.0,Male,Munich,Consultant ,21,Senior,72000.0,63000.0,German
2262,25/11/2020 09:29:24,36.0,Male,Berlin,Frontend Developer,14,Senior,78000.0,70000.0,English
2263,25/11/2020 09:35:28,33.0,Male,Nürnberg,Software Engineer,9,Senior,60000.0,60000.0,German
2264,25/11/2020 09:40:44,36.0,Female,Berlin,DevOps,1,Middle,60000.0,58000.0,English
2265,25/11/2020 09:44:24,27.0,Female,Munich,Mobile Developer,1,Junior,50000.0,50000.0,English
2266,25/11/2020 09:45:51,33.0,Male,Berlin,Software Engineer,12,Lead,120000.0,104000.0,English
2267,25/11/2020 09:49:36,33.0,Male,Berlin,Data Analyst,2,Middle,62000.0,50000.0,English
2268,25/11/2020 09:56:50,40.0,Male,Berlin,QA Engineer,11,Senior,60000.0,60000.0,German
2270,25/11/2020 10:15:25,40.0,Male,Bodensee,Product Manager,17,Lead,81000.0,81000.0,German
2271,25/11/2020 10:26:16,37.0,Male,Munich,DevOps,13,Lead,70000.0,60000.0,English
2273,25/11/2020 10:33:07,39.0,Male,Berlin,Data Scientist,7,Senior,70000.0,65000.0,English
2274,25/11/2020 10:35:44,25.0,Male,Berlin,Software Engineer,6,Middle,63700.0,60000.0,English
2277,25/11/2020 10:44:20,28.0,Male,Berlin,Data Scientist,4,Middle,70000.0,70000.0,English
2278,25/11/2020 10:50:19,36.0,Female,Munich,Frontend Developer,10,Middle,48000.0,40000.0,German
2279,25/11/2020 10:53:48,29.0,Female,Berlin,Software Developer in Test,9,Lead,66000.0,60000.0,English
2282,25/11/2020 10:56:28,28.0,Female,Berlin,Data Scientist,4,Middle,65000.0,56000.0,English
2283,25/11/2020 10:58:00,39.0,Male,Munich,Software Architect,20,Lead,122000.0,118000.0,English
2287,25/11/2020 11:08:17,37.0,Male,Berlin,QA Engineer,6,Middle,69200.0,67100.0,English
2288,25/11/2020 11:11:06,32.0,Male,Munich,Software Engineer,7,Senior,72000.0,65000.0,English
2289,25/11/2020 11:13:31,28.0,Male,Berlin,Technical account manager ,4,Key,57000.0,45000.0,English
2290,25/11/2020 11:15:53,35.0,Male,Munich,Software Engineer,16,Lead,84000.0,79000.0,English
2291,25/11/2020 11:18:27,26.0,Male,Berlin,Data Scientist,5,Middle,59000.0,55000.0,English
2293,25/11/2020 11:20:58,29.0,Male,Berlin,Data Engineer,5,Middle,68000.0,55000.0,English
2294,25/11/2020 11:21:08,36.0,Male,Berlin,Software Engineer,10,Senior,88000.0,80000.0,German
2295,25/11/2020 11:22:06,26.0,Male,Berlin,Software Engineer,5,Middle,71000.0,65000.0,English
2296,25/11/2020 11:24:14,28.0,Male,Berlin,Data Engineer,5,Middle,65000.0,60000.0,English
2298,25/11/2020 11:30:04,40.0,Male,Munich,Software Engineer,18,Senior,160000.0,160000.0,German
2299,25/11/2020 11:37:31,29.0,Male,Milan,Data Scientist,4,Middle,37500.0,35000.0,Italian
2300,25/11/2020 11:39:11,32.0,Male,Berlin,Software Engineer,10,Middle,65000.0,65000.0,English
2301,25/11/2020 11:41:13,28.0,Male,Munich,Software Engineer,5,Middle,56000.0,52000.0,English
2302,25/11/2020 11:42:08,27.0,Male,Berlin,DevOps,7,Senior,80000.0,75000.0,English
2303,25/11/2020 11:47:34,33.0,Male,Berlin,Software Engineer,16,Senior,83000.0,80000.0,English
2304,25/11/2020 11:48:54,34.0,Male,Munich,QA Engineer,5,Senior,76500.0,72000.0,English
2305,25/11/2020 11:49:21,31.0,Male,Berlin,Frontend Developer,8,Senior,60000.0,55000.0,English
2306,25/11/2020 11:51:49,31.0,Male,Munich,Frontend Developer,8,Senior,79000.0,67000.0,English
2307,25/11/2020 11:54:11,31.0,Male,Berlin,Data Scientist,5,Middle,90000.0,90000.0,English
2308,25/11/2020 11:54:25,27.0,Male,Berlin,ML Engineer,6,Middle,82000.0,78000.0,English
2309,25/11/2020 11:56:27,31.0,Male,Hamburg,Data Scientist,9,Middle,50000.0,48000.0,German
2310,25/11/2020 11:57:58,29.0,Male,Berlin,Backend Developer,10,Senior,78000.0,75000.0,English
2312,25/11/2020 12:04:41,35.0,Male,Berlin,Frontend Developer,10,Senior,75000.0,70000.0,English
2314,25/11/2020 12:06:58,31.0,Male,Salzburg,Chief Research Officer,10,C-level executive manager,115000.0,81000.0,English
2315,25/11/2020 12:15:16,32.0,Male,Berlin,QA Engineer,7,Senior,65000.0,62000.0,English
2316,25/11/2020 12:20:23,35.0,Male,Berlin,SRE,10,Senior,75000.0,75000.0,English
2317,25/11/2020 12:21:48,28.0,Male,Rome,ML Engineer,2,Middle,36000.0,28000.0,English
2318,25/11/2020 12:23:50,30.0,Female,Berlin,Data Scientist,6,Senior,76000.0,63000.0,English
2319,25/11/2020 12:27:53,30.0,Male,Berlin,Data Engineer,5,Lead,90000.0,75000.0,English
2320,25/11/2020 12:29:33,26.0,Male,Berlin,Data Engineer,2,Middle,54000.0,31000.0,English
2321,25/11/2020 12:41:42,25.0,Male,Berlin,Data Engineer,3,Senior,65000.0,58000.0,English
2323,25/11/2020 12:44:24,27.0,Male,Berlin,DevOps,4,Middle,66000.0,61200.0,English
2326,25/11/2020 13:03:32,37.0,Female,Berlin,Data Scientist,2,Middle,62000.0,58000.0,German
2328,25/11/2020 13:12:26,33.0,Male,Berlin,Backend Developer,11,Senior,154000.0,110000.0,German
2329,25/11/2020 13:16:43,38.0,Male,Berlin,Freelance AI lead / advisor,20,Head,200000.0,80000.0,English
2330,25/11/2020 13:20:02,31.0,Male,Berlin,Data Scientist,6,Senior,78000.0,76000.0,English
2334,25/11/2020 13:39:11,26.0,Female,Berlin,Data Scientist,4,Middle,45000.0,45000.0,English
2335,25/11/2020 13:41:37,29.0,Male,Berlin,Frontend Developer,3,Middle,43000.0,43000.0,English
2336,25/11/2020 13:41:50,22.0,Female,Berlin,Business Development Manager Operations ,4,Middle,39000.0,39000.0,English
2337,25/11/2020 13:43:52,30.0,Male,Berlin,Frontend Developer,4,Senior,73000.0,70000.0,English
2338,25/11/2020 13:45:22,30.0,Male,Berlin,Frontend Developer,11,Senior,74000.0,72000.0,English
2339,25/11/2020 13:45:45,28.0,Female,Amsterdam,Program Manager,10,Senior,86000.0,75000.0,English
2342,25/11/2020 13:51:21,36.0,Male,Berlin,Researcher,4,Middle,40000.0,37000.0,English
2343,25/11/2020 13:51:32,32.0,Male,Hamburg,Product Manager,7,Senior,85000.0,85000.0,English
2344,25/11/2020 13:54:19,30.0,Female,Berlin,Software Engineer,4,Middle,56000.0,55000.0,English
2345,25/11/2020 13:55:16,29.0,Male,Stuttgart ,Software Engineer,7,Middle,70000.0,70000.0,English
2346,25/11/2020 13:56:50,32.0,Female,Berlin,QA Engineer,10,Middle,68000.0,62000.0,English
2347,25/11/2020 13:57:19,34.0,Male,Berlin,QA Engineer,10,Senior,70000.0,65000.0,English
2348,25/11/2020 13:58:38,30.0,Male,Berlin,Data Scientist,6,Senior,72000.0,65000.0,English
2349,25/11/2020 13:59:02,40.0,Male,Berlin,Engineering manager,15,Head,80000.0,65000.0,English
2350,25/11/2020 13:59:16,35.0,Male,Berlin,Software Engineer,15,Principal,77000.0,77000.0,English
2351,25/11/2020 14:00:05,31.0,Male,Berlin,Software Engineer,8,Senior,77000.0,72000.0,English
2352,25/11/2020 14:00:28,38.0,Male,Berlin,Data Scientist,15,Senior,56000.0,56000.0,English
2353,25/11/2020 14:02:47,39.0,Male,Hamburg,Data Scientist,10,Senior,80000.0,80000.0,English
2354,25/11/2020 14:08:16,35.0,Male,Berlin,Backend Developer,13,Senior,90000.0,82000.0,English
2357,25/11/2020 14:08:48,36.0,Male,Berlin,Engineering Manager,18,Head,98000.0,98000.0,English
2358,25/11/2020 14:09:53,41.0,Male,Berlin,Backend Developer,20,Senior,93000.0,88000.0,English
2359,25/11/2020 14:14:02,41.0,Male,Berlin,Software Engineer,18,Lead,100000.0,80000.0,English
2361,25/11/2020 14:21:32,33.0,Male,Berlin,Software Engineer,10,Lead,75000.0,70000.0,English
2362,25/11/2020 14:26:49,31.0,Male,Munich,Software Engineer,3,Middle,63000.0,50400.0,German
2366,25/11/2020 14:35:03,34.0,Male,Berlin,QA Engineer,10,Lead,85000.0,73000.0,English
2367,25/11/2020 14:37:06,45.0,Male,Berlin,Backend Developer,30,Senior,55000.0,55000.0,English
2368,25/11/2020 14:37:07,37.0,Male,Berlin,Embedded Software Engineer,15,Senior,78000.0,78000.0,English
2369,25/11/2020 14:37:25,31.0,Male,Berlin,Software Engineer,9,Lead,99000.0,89000.0,English
2370,25/11/2020 14:48:38,32.0,Male,Amsterdam,Backend Developer,15,Senior,90000.0,90000.0,English
2371,25/11/2020 14:53:46,45.0,Female,Berlin,Product Manager,15,Lead,52000.0,52000.0,English
2374,25/11/2020 14:56:36,36.0,Male,Berlin,Backend Developer,14,Middle,75000.0,73500.0,English
2375,25/11/2020 14:57:52,40.0,Male,Karlsruhe,Team Manager,20,Lead,85000.0,80000.0,English
2377,25/11/2020 14:58:40,35.0,Male,Frankfurt,Backend Developer,15,Senior,63000.0,63000.0,German
2378,25/11/2020 15:03:27,37.0,Male,Berlin,Backend Developer,12,Senior,102000.0,78000.0,English
2379,25/11/2020 15:03:59,33.0,Male,Berlin,Software Engineer,10,Lead,95000.0,75000.0,English
2380,25/11/2020 15:05:30,33.0,Male,Berlin,Backend Developer,13,Senior,78600.0,78600.0,English
2382,25/11/2020 15:16:59,31.0,Male,Berlin,Software Engineer,4,Middle,67000.0,50000.0,English
2383,25/11/2020 15:27:18,28.0,Male,Wolfsburg,Software Engineer,3,Middle,42000.0,42000.0,English
2384,25/11/2020 15:51:41,31.0,Male,Boeblingen,QA Engineer,6,Senior,53000.0,53000.0,English
2385,25/11/2020 15:53:21,40.0,Male,Cupertino,Software Engineer,20,Lead,250000.0,230000.0,English
2386,25/11/2020 16:06:56,25.0,Female,Frankfurt,Software Engineer,3,Middle,53000.0,48000.0,German
2387,25/11/2020 16:08:01,35.0,Male,Berlin,Data Analyst,9,Senior,77000.0,70000.0,German
2388,25/11/2020 16:08:21,35.0,Male,Berlin,Software Engineer,15,Senior,80000.0,67000.0,English
2389,25/11/2020 16:10:29,41.0,Male,Berlin,DevOps,20,Senior,58800.0,56400.0,German
2390,25/11/2020 16:16:23,33.0,Male,Berlin,DevOps,8,Senior,75000.0,72500.0,English
2391,25/11/2020 16:17:02,33.0,Male,Berlin,Data Engineer,13,Senior,85000.0,75000.0,English
2392,25/11/2020 16:26:38,38.0,Male,Munich,Software Engineer,15,Senior,70000.0,70000.0,English
2393,25/11/2020 16:39:24,35.0,Male,Berlin,Software Engineer,10,Senior,78000.0,78000.0,German
2394,25/11/2020 16:42:43,36.0,Female,Berlin,Data Scientist,5,Senior,75000.0,75000.0,English
2395,25/11/2020 16:50:22,49.0,Male,Munich,Software Engineer,27,Senior,57000.0,57000.0,German
2396,25/11/2020 17:00:00,32.0,Male,Berlin,Software Engineer,10,Lead,120000.0,90000.0,Deuglisch
2397,25/11/2020 17:02:13,32.0,Female,Berlin,Software Engineer,6,Lead,75000.0,75000.0,English
2398,25/11/2020 17:06:04,27.0,Female,Berlin,Data Analyst ,1,Middle,63000.0,42000.0,English
2400,25/11/2020 17:09:19,31.0,Male,Paris,Mobile Developer,8,Senior,60000.0,60000.0,English
2401,25/11/2020 17:11:50,28.0,Male,Cologne,Backend Developer,4,Middle,44000.0,44000.0,German
2402,25/11/2020 17:13:52,28.0,Female,Berlin,Frontend Developer,3,Middle,54500.0,52000.0,English
2403,25/11/2020 17:20:37,27.0,Male,Berlin,Software Engineer,2,Lead,90000.0,97000.0,English
2404,25/11/2020 17:20:50,29.0,Male,Berlin,Frontend Developer,8,Head,82500.0,65000.0,English
2405,25/11/2020 17:45:05,32.0,Female,Munich,Data Engineer,10,Middle,75000.0,70000.0,English
2406,25/11/2020 17:45:21,28.0,Male,Berlin,QA Engineer,5,Middle,60000.0,58000.0,English
2408,25/11/2020 17:48:02,38.0,Male,Dublin ,Mobile Developer,16,Senior,85000.0,85000.0,English
2409,25/11/2020 17:48:12,29.0,Male,Berlin,Data Engineer,3,Middle,54000.0,45000.0,German
2410,25/11/2020 17:49:56,30.0,Male,Stockholm,Backend Developer,7,Senior,65000.0,60000.0,English
2413,25/11/2020 18:02:06,31.0,Male,Berlin,Product Manager,5,Lead,76000.0,760000.0,English
2414,25/11/2020 18:04:21,37.0,Male,Berlin,Mobile Developer,16,Senior,65000.0,55000.0,English
2415,25/11/2020 18:12:52,32.0,Male,Amsterdam,Mobile Developer,13,Senior,85000.0,80000.0,English
2417,25/11/2020 18:19:22,40.0,Male,Berlin,Product Manager,13,Head,90000.0,75000.0,English
2418,25/11/2020 18:19:58,30.0,Male,Berlin,Software Engineer,7,Senior,86000.0,82600.0,English
2419,25/11/2020 18:24:15,30.0,Male,Berlin,Software Engineer,8,Senior,60000.0,60000.0,English
2420,25/11/2020 18:28:01,32.0,Male,Berlin,QA Engineer,10,Senior,81000.0,81000.0,English
2421,25/11/2020 18:28:01,32.0,Male,Cologne,DevOps,7,Middle,60000.0,70000.0,English
2422,25/11/2020 18:31:48,34.0,Male,Munich,Software Engineer,12,Senior,74000.0,69000.0,English
2423,25/11/2020 18:45:41,43.0,Male,Cologne,Backend Developer,10,Senior,57600.0,57600.0,German
2424,25/11/2020 18:49:08,33.0,Male,Munich,Software Engineer,13,Senior,70000.0,64000.0,English
2425,25/11/2020 18:51:20,28.0,Female,Munich,QA Engineer,8,Senior,75000.0,64000.0,English
2427,25/11/2020 18:53:10,33.0,Male,Munich,Software Engineer,11,Lead,90000.0,75000.0,English
2428,25/11/2020 18:56:02,51.0,Male,Berlin,Software Engineer,30,Senior,60000.0,50000.0,German
2429,25/11/2020 18:57:32,35.0,Male,Berlin,Software Engineer,8,Senior,90000.0,85000.0,English
2434,25/11/2020 19:02:43,25.0,Male,Berlin,Mobile Developer,2,Middle,44000.0,43000.0,English
2435,25/11/2020 19:06:21,25.0,Female,Hamburg,working student (QA),1,Student,12000.0,12000.0,English
2436,25/11/2020 19:10:04,32.0,Male,Berlin,Backend Developer,10,Lead,80000.0,68500.0,English
2437,25/11/2020 19:15:16,32.0,Male,Berlin,Software Engineer,9,Lead,73000.0,65000.0,English
2438,25/11/2020 19:31:47,26.0,Male,Berlin,Architect ,9,Head,120000.0,95000.0,English
2439,25/11/2020 19:33:52,25.0,Male,Berlin,Software Engineer,6,Senior,71750.0,66000.0,English
2440,25/11/2020 19:38:20,27.0,Female,Berlin,Backend Developer,5,Middle,65000.0,52000.0,English
2441,25/11/2020 19:44:29,28.0,Male,Frankfurt,Frontend Developer,7,Senior,80000.0,76000.0,English
2443,25/11/2020 19:54:39,28.0,Male,Karlsruhe,Backend Developer,7,Senior,66000.0,66000.0,English
2445,25/11/2020 20:01:27,35.0,Male,Konstanz,Data Scientist,10,Middle,65000.0,65000.0,English
2446,25/11/2020 20:13:33,38.0,Male,Berlin,Head of Engineering,20,Head,130000.0,130000.0,English
2448,25/11/2020 20:31:41,36.0,Male,Berlin,Product Manager,10,Senior,85000.0,80000.0,English
2449,25/11/2020 20:34:33,31.0,Female,Ulm,QA Engineer,8,Middle,45000.0,39000.0,English
2450,25/11/2020 20:41:13,43.0,Male,Stuttgart,SAP Consultant,20,Senior,82000.0,82000.0,German
2451,25/11/2020 20:42:52,38.0,Male,Berlin,Data Scientist,15,Head,100000.0,80000.0,English
2452,25/11/2020 20:47:48,35.0,Male,Munich,DevOps,17,Lead,72000.0,72500.0,English
2456,25/11/2020 21:05:06,43.0,Male,Berlin,DevOps,21,Lead,83000.0,75000.0,German
2458,25/11/2020 21:19:54,37.0,Male,Berlin,Mobile Developer,17,Senior,77000.0,71000.0,English
2459,25/11/2020 21:20:37,30.0,Male,Stuttgart,Software Engineer,8,Middle,71000.0,69000.0,English
2460,25/11/2020 21:48:49,29.0,Male,Berlin,Mobile Developer,5,Senior,65000.0,58000.0,English
